county,month,total_bottles_sold,total_sale_dollars
HAMILTON,2021-11-01,7255,89329.180000000008
HAMILTON,2021-12-01,9984,133060.26
HAMILTON,2022-01-01,6171,70704.500000000015
HAMILTON,2022-02-01,7240,85595.340000000011
HAMILTON,2022-03-01,6411,90417.459999999992
HAMILTON,2022-04-01,8879,114145.98999999998
HAMILTON,2022-05-01,7801,100974.93000000002
HAMILTON,2022-06-01,8758,112708.86999999998
HAMILTON,2022-07-01,8864,111110.18999999999
HAMILTON,2022-08-01,7686,100209.55000000002
HAMILTON,2022-09-01,9030,118039.05000000002
HAMILTON,2022-10-01,7058,88294.76999999999
HAMILTON,2022-11-01,8434,115837.05000000002
HANCOCK,2012-01-01,1661,18129.08
HANCOCK,2012-02-01,1752,19911.289999999986
HANCOCK,2012-03-01,1195,14353.550000000001
HANCOCK,2012-04-01,1699,20218.129999999997
HANCOCK,2012-05-01,2246,26985.260000000006
HANCOCK,2012-06-01,1557,18631.769999999997
HANCOCK,2012-07-01,1711,21048.339999999993
HANCOCK,2012-08-01,1977,23907.91
HANCOCK,2012-09-01,1715,19493.5
HANCOCK,2012-10-01,2143,26543.610000000004
HANCOCK,2012-11-01,1906,21888.579999999998
HANCOCK,2012-12-01,2299,25760.19
HANCOCK,2013-01-01,1964,20522.879999999997
HANCOCK,2013-02-01,1640,18341.96
HANCOCK,2013-03-01,1919,21678.940000000006
HANCOCK,2013-04-01,1832,20653.140000000007
HANCOCK,2013-05-01,2094,24137.640000000003
HANCOCK,2013-06-01,1540,16774.500000000004
HANCOCK,2013-07-01,2407,24825.590000000004
HANCOCK,2013-08-01,1793,20892.58
HANCOCK,2013-09-01,1724,20843.640000000003
HANCOCK,2013-10-01,2195,25333.690000000002
HANCOCK,2013-11-01,1591,18278.329999999998
HANCOCK,2013-12-01,2685,31371.01
HANCOCK,2014-01-01,1732,18907.719999999998
HANCOCK,2014-02-01,1423,15230.83
HANCOCK,2014-03-01,2204,25030.239999999998
HANCOCK,2014-04-01,2312,24624.340000000004
HANCOCK,2014-05-01,1789,19826.030000000002
HANCOCK,2014-06-01,1908,20639.389999999992
HANCOCK,2014-07-01,2490,28967.72
HANCOCK,2014-08-01,2004,22757.470000000008
HANCOCK,2014-09-01,2100,22301.170000000002
HANCOCK,2014-10-01,2199,25372.269999999993
HANCOCK,2014-11-01,2030,23407.959999999995
HANCOCK,2014-12-01,2288,24809.65
HANCOCK,2015-01-01,2165,23541.32
HANCOCK,2015-02-01,1654,18802.789999999997
HANCOCK,2015-03-01,2094,23506.460000000006
HANCOCK,2015-04-01,2382,27187.799999999996
HANCOCK,2015-05-01,2004,23492.639999999996
HANCOCK,2015-06-01,2532,28467.270000000004
HANCOCK,2015-07-01,2523,29348.820000000003
HANCOCK,2015-08-01,1872,20583.959999999995
HANCOCK,2015-09-01,2559,29376.29
HANCOCK,2015-10-01,2246,23482.80000000001
HANCOCK,2015-11-01,2242,26340.339999999997
HANCOCK,2015-12-01,3003,34268.250000000007
HANCOCK,2016-01-01,1763,19436.559999999998
HANCOCK,2016-02-01,1934,21361.530000000006
HANCOCK,2016-03-01,2155,24342.680000000008
HANCOCK,2016-04-01,1908,21585.930000000008
HANCOCK,2016-05-01,2368,26277.120000000003
HANCOCK,2016-06-01,2887,33847.67
HANCOCK,2016-07-01,2574,29042.700000000004
HANCOCK,2016-08-01,2062,25295.540000000005
HANCOCK,2016-09-01,2816,31866.799999999992
HANCOCK,2016-10-01,2905,34468.789999999986
HANCOCK,2016-11-01,1679,19866.490000000005
HANCOCK,2016-12-01,3973,48662.239999999983
HANCOCK,2017-01-01,2198,25453.519999999993
HANCOCK,2017-02-01,2258,26566.319999999996
HANCOCK,2017-03-01,2672,29558.789999999994
HANCOCK,2017-04-01,2586,29669.839999999997
HANCOCK,2017-05-01,2906,34651.040000000008
HANCOCK,2017-06-01,3073,37081.50999999998
HANCOCK,2017-07-01,2496,29594.789999999997
HANCOCK,2017-08-01,2075,24401.160000000007
HANCOCK,2017-09-01,3744,42229.159999999996
HANCOCK,2017-10-01,2383,28367.300000000003
HANCOCK,2017-11-01,2314,26473.500000000004
HANCOCK,2017-12-01,4034,48558.110000000022
HANCOCK,2018-01-01,1745,18990.84
HANCOCK,2018-02-01,2541,30109.570000000003
HANCOCK,2018-03-01,3157,36187.239999999991
HANCOCK,2018-04-01,2578,30336.91
HANCOCK,2018-05-01,3311,36755.399999999994
HANCOCK,2018-06-01,3089,37458.149999999994
HANCOCK,2018-07-01,2767,30399.799999999996
HANCOCK,2018-08-01,3048,36013.610000000008
HANCOCK,2018-09-01,2708,30331.989999999998
HANCOCK,2018-10-01,2475,28448.309999999998
HANCOCK,2018-11-01,3279,37898.21
HANCOCK,2018-12-01,2947,35463.249999999993
HANCOCK,2019-01-01,2269,26120.520000000004
HANCOCK,2019-02-01,2602,33233.669999999991
HANCOCK,2019-03-01,3392,40250.169999999991
HANCOCK,2019-04-01,2854,33881.020000000004
HANCOCK,2019-05-01,3300,39441.86
HANCOCK,2019-06-01,5008,70791.46
HANCOCK,2019-07-01,3701,46339.24000000002
HANCOCK,2019-08-01,3613,49085.75999999998
HANCOCK,2019-09-01,2725,34322.75
HANCOCK,2019-10-01,4060,48105.210000000006
HANCOCK,2019-11-01,3328,41126.530000000006
HANCOCK,2019-12-01,3203,41108.560000000012
HANCOCK,2020-01-01,3039,38402.86
HANCOCK,2020-02-01,2988,33665.31
HANCOCK,2020-03-01,3135,40035.5
HANCOCK,2020-04-01,4349,51373.689999999988
HANCOCK,2020-05-01,3809,44485.62999999999
HANCOCK,2020-06-01,3722,47622.579999999994
HANCOCK,2020-07-01,4600,59048.079999999987
HANCOCK,2020-08-01,3313,40041.939999999995
HANCOCK,2020-09-01,4565,58018.969999999994
HANCOCK,2020-10-01,3725,45923.31
HANCOCK,2020-11-01,3536,44265.78
HANCOCK,2020-12-01,4644,61077.770000000004
HANCOCK,2021-01-01,3299,46531.16
HANCOCK,2021-02-01,3574,43434.53
HANCOCK,2021-03-01,4124,51494.999999999978
HANCOCK,2021-04-01,4665,54415.18
HANCOCK,2021-05-01,4715,56326.930000000008
HANCOCK,2021-06-01,4374,54442.55
HANCOCK,2021-07-01,4036,53249.92
HANCOCK,2021-08-01,4105,57028.710000000014
HANCOCK,2021-09-01,4784,58190.659999999989
HANCOCK,2021-10-01,3233,37596.040000000008
HANCOCK,2021-11-01,4256,53275.439999999988
HANCOCK,2021-12-01,4259,60808.96
HANCOCK,2022-01-01,2634,34903.400000000009
HANCOCK,2022-02-01,2535,32423.819999999992
HANCOCK,2022-03-01,3062,43139.499999999993
HANCOCK,2022-04-01,3945,51101.55
HANCOCK,2022-05-01,3730,50534.88
HANCOCK,2022-06-01,5130,65029.34
HANCOCK,2022-07-01,3820,51748.649999999994
HANCOCK,2022-08-01,4441,59513.939999999995
HANCOCK,2022-09-01,3502,48411.21
HANCOCK,2022-10-01,4269,56142.290000000008
HANCOCK,2022-11-01,5105,70895.02
HARDIN,2012-01-01,7219,90761.37000000001
HARDIN,2012-02-01,8541,112673.28000000001
HARDIN,2012-03-01,8133,108856.77000000002
HARDIN,2012-04-01,8975,121334.04000000001
HARDIN,2012-05-01,10486,134459.09999999998
HARDIN,2012-06-01,11201,145547.22999999998
HARDIN,2012-07-01,10604,140474.97000000003
HARDIN,2012-08-01,10370,136123.59000000003
HARDIN,2012-09-01,8012,105269.12000000002
HARDIN,2012-10-01,14623,205914.93000000002
HARDIN,2012-11-01,8693,112287.30999999998
HARDIN,2012-12-01,13979,194374.11
HARDIN,2013-01-01,8626,110764.38
HARDIN,2013-02-01,8814,118232.67000000003
HARDIN,2013-03-01,8253,108693.40999999999
HARDIN,2013-04-01,10932,147858.86000000004
HARDIN,2013-05-01,10277,142284.25
HARDIN,2013-06-01,8124,102074.71
HARDIN,2013-07-01,11818,154166.49999999994
HARDIN,2013-08-01,9242,117120.72999999998
HARDIN,2013-09-01,9306,121273.65999999997
HARDIN,2013-10-01,12257,170546.85000000003
HARDIN,2013-11-01,8280,106705.54999999997
HARDIN,2013-12-01,11996,174979.96999999994
HARDIN,2014-01-01,10319,135310.85000000003
HARDIN,2014-02-01,9095,123325.86000000006
HARDIN,2014-03-01,8617,114546.98999999999
HARDIN,2014-04-01,13257,183321.64999999997
HARDIN,2014-05-01,10073,139374.94000000003
HARDIN,2014-06-01,11446,150004.11000000002
HARDIN,2014-07-01,9978,131917.89
HARDIN,2014-08-01,9654,131558.45
HARDIN,2014-09-01,12747,184416.91000000006
HARDIN,2014-10-01,10713,142745.65000000002
HARDIN,2014-11-01,9089,127479.38999999998
HARDIN,2014-12-01,15630,220255.3
HARDIN,2015-01-01,9404,125003.39
HARDIN,2015-02-01,10501,141916.33000000005
HARDIN,2015-03-01,10350,144903.61999999997
HARDIN,2015-04-01,8447,120660.00000000001
HARDIN,2015-05-01,10158,140568.74
HARDIN,2015-06-01,12975,184555.81000000003
HARDIN,2015-07-01,12956,178495.85999999996
HARDIN,2015-08-01,10127,142700.59999999998
HARDIN,2015-09-01,10623,148695.40000000002
HARDIN,2015-10-01,10928,152637.67999999996
HARDIN,2015-11-01,11036,159891.59999999998
HARDIN,2015-12-01,12719,180365.02000000002
HARDIN,2016-01-01,9227,124775.04
HARDIN,2016-02-01,11407,158101.12999999998
HARDIN,2016-03-01,8589,122886.83000000002
HARDIN,2016-04-01,8380,118189.41
HARDIN,2016-05-01,12963,191635.13999999998
HARDIN,2016-06-01,12225,170212.68
HARDIN,2016-07-01,10351,141262.93000000005
HARDIN,2016-08-01,10401,157392.18000000002
HARDIN,2016-09-01,9865,139088.13
HARDIN,2016-10-01,11979,173661.71000000005
HARDIN,2016-11-01,11751,173382.04
HARDIN,2016-12-01,13445,196172.59
HARDIN,2017-01-01,8425,115970.60999999997
HARDIN,2017-02-01,8032,110631.43000000001
HARDIN,2017-03-01,9505,135715.12
HARDIN,2017-04-01,8807,123810.82999999997
HARDIN,2017-05-01,12826,180823.67999999993
HARDIN,2017-06-01,13209,190049.86999999997
HARDIN,2017-07-01,9778,138915.96
HARDIN,2017-08-01,10984,156105.28
HARDIN,2017-09-01,12016,175603.89000000004
HARDIN,2017-10-01,12093,179967.08000000002
HARDIN,2017-11-01,9669,144754.18000000002
HARDIN,2017-12-01,12752,189907.72999999998
HARDIN,2018-01-01,10390,143512.99000000005
HARDIN,2018-02-01,8315,119472.56999999999
HARDIN,2018-03-01,10469,150685.76
HARDIN,2018-04-01,9509,137180.74999999997
HARDIN,2018-05-01,13212,185498.14999999997
HARDIN,2018-06-01,13435,188480.57999999996
HARDIN,2018-07-01,12712,174676.81
HARDIN,2018-08-01,12773,194463.84999999998
HARDIN,2018-09-01,10072,138071.53999999998
HARDIN,2018-10-01,12599,188569.87999999995
HARDIN,2018-11-01,11525,169090.69000000003
HARDIN,2018-12-01,15232,226927.70999999993
HARDIN,2019-01-01,11384,126865.23000000003
HARDIN,2019-02-01,9747,135441.66000000003
HARDIN,2019-03-01,10091,144385.43000000002
HARDIN,2019-04-01,9834,134536.08999999997
HARDIN,2019-05-01,14683,213996.62999999998
HARDIN,2019-06-01,12590,171990.54999999996
HARDIN,2019-07-01,12936,183679.10999999996
HARDIN,2019-08-01,10609,146831.89999999997
HARDIN,2019-09-01,11778,159072.3
HARDIN,2019-10-01,11492,168195.41999999995
HARDIN,2019-11-01,13718,196030.30000000002
HARDIN,2019-12-01,13853,203616.90000000005
HARDIN,2020-01-01,8680,125417.49
HARDIN,2020-02-01,9935,135868.73
HARDIN,2020-03-01,13934,206226.51
HARDIN,2020-04-01,14328,207891.77000000005
HARDIN,2020-05-01,15040,216666.01999999996
HARDIN,2020-06-01,14506,218424.81000000006
HARDIN,2020-07-01,12120,180203.75
HARDIN,2020-08-01,13914,210224.71
HARDIN,2020-09-01,11764,168144.60999999996
HARDIN,2020-10-01,11615,174149.83
HARDIN,2020-11-01,15230,221035.65999999997
HARDIN,2020-12-01,14011,210576.79000000004
HARDIN,2021-01-01,11980,174343.68
HARDIN,2021-02-01,10962,165825.58000000005
HARDIN,2021-03-01,14321,208254.99999999997
HARDIN,2021-04-01,12171,172136.12999999998
HARDIN,2021-05-01,11907,176233.94999999998
HARDIN,2021-06-01,15548,233146.60999999996
HARDIN,2021-07-01,14937,221330.57999999993
HARDIN,2021-08-01,14528,213126.25999999995
HARDIN,2021-09-01,11342,173803.52000000005
HARDIN,2021-10-01,13878,207171.00000000003
HARDIN,2021-11-01,14551,220927.53999999998
HARDIN,2021-12-01,15409,240290.74000000008
HARDIN,2022-01-01,13020,184241.49000000002
HARDIN,2022-02-01,10507,163108.40999999997
HARDIN,2022-03-01,10990,165356.22999999995
HARDIN,2022-04-01,12029,182441.01000000004
HARDIN,2022-05-01,15176,225630.11
HARDIN,2022-06-01,13137,193838.49
HARDIN,2022-07-01,12785,195137.09000000003
HARDIN,2022-08-01,14994,227530.4500000001
HARDIN,2022-09-01,11403,174744.27000000002
HARDIN,2022-10-01,12716,195569.01000000007
HARDIN,2022-11-01,13192,209121.33999999994
HARRISON,2012-01-01,3181,35998.060000000012
HARRISON,2012-02-01,3192,37455.01
HARRISON,2012-03-01,2484,29685.190000000006
HARRISON,2012-04-01,2772,33272.389999999985
HARRISON,2012-05-01,3661,45434.010000000009
HARRISON,2012-06-01,3442,43366.240000000013
HARRISON,2012-07-01,2359,28974.01
HARRISON,2012-08-01,3346,40891.990000000005
HARRISON,2012-09-01,2519,30294.16
HARRISON,2012-10-01,4166,58187.12999999999
HARRISON,2012-11-01,2724,34589.830000000016
HARRISON,2012-12-01,3749,50444.719999999987
HARRISON,2013-01-01,2953,35062.439999999995
HARRISON,2013-02-01,2135,26173.060000000005
HARRISON,2013-03-01,2694,33256.820000000007
HARRISON,2013-04-01,2577,31439.500000000007
HARRISON,2013-05-01,3402,42435.530000000013
HARRISON,2013-06-01,2464,30436.409999999989
HARRISON,2013-07-01,3585,44237.720000000008
HARRISON,2013-08-01,2505,31310.02
HARRISON,2013-09-01,3087,39544.240000000013
HARRISON,2013-10-01,3146,41527.029999999992
HARRISON,2013-11-01,2548,31459.870000000006
HARRISON,2013-12-01,4315,55836.589999999982
HARRISON,2014-01-01,2383,30408.669999999995
HARRISON,2014-02-01,2362,28185.299999999996
HARRISON,2014-03-01,2942,36713.360000000008
HARRISON,2014-04-01,2898,33981.780000000006
HARRISON,2014-05-01,2924,35054.94999999999
HARRISON,2014-06-01,3512,45325.239999999991
HARRISON,2014-07-01,2678,33619.72
HARRISON,2014-08-01,3345,39874.95
HARRISON,2014-09-01,2928,37135.630000000012
HARRISON,2014-10-01,2551,32382.599999999995
HARRISON,2014-11-01,3597,41551.13
HARRISON,2014-12-01,3544,47210.39
HARRISON,2015-01-01,2982,36426.62999999999
HARRISON,2015-02-01,2732,34551.1
HARRISON,2015-03-01,4720,56810.180000000008
HARRISON,2015-04-01,2583,31328.950000000004
HARRISON,2015-05-01,3043,36450.930000000015
HARRISON,2015-06-01,4631,52954.939999999995
HARRISON,2015-07-01,2954,34892.499999999993
HARRISON,2015-08-01,4225,48381.47
HARRISON,2015-09-01,3206,36392.829999999987
HARRISON,2015-10-01,3125,37967.900000000009
HARRISON,2015-11-01,4508,52686.96
HARRISON,2015-12-01,3839,48586.510000000009
HARRISON,2016-01-01,2447,26043.549999999992
HARRISON,2016-02-01,2746,28902.859999999997
HARRISON,2016-03-01,2715,27875.43
HARRISON,2016-04-01,2370,25290.5
HARRISON,2016-05-01,3350,36781.970000000008
HARRISON,2016-06-01,2031,19275.530000000002
HARRISON,2016-07-01,1822,18786.82
HARRISON,2016-08-01,2170,21026.539999999997
HARRISON,2016-09-01,2005,20729.450000000004
HARRISON,2016-10-01,2018,22094.300000000007
HARRISON,2016-11-01,2071,21883.94000000001
HARRISON,2016-12-01,2351,29194.090000000007
HARRISON,2017-01-01,2733,27066.489999999994
HARRISON,2017-02-01,1832,18877.909999999996
HARRISON,2017-03-01,2088,23710.69999999999
HARRISON,2017-04-01,2158,24210.2
HARRISON,2017-05-01,2159,25004.299999999996
HARRISON,2017-06-01,2564,27194.87999999999
HARRISON,2017-07-01,2455,29638.079999999994
HARRISON,2017-08-01,2901,32159.820000000003
HARRISON,2017-09-01,1772,19730.300000000007
HARRISON,2017-10-01,3130,34194.049999999996
HARRISON,2017-11-01,3221,36627.489999999991
HARRISON,2017-12-01,3666,45089.43
HARRISON,2018-01-01,4369,49971.86
HARRISON,2018-02-01,3106,37660.589999999989
HARRISON,2018-03-01,3488,40878.320000000014
HARRISON,2018-04-01,5226,58334.060000000005
HARRISON,2018-05-01,3728,44756.259999999995
HARRISON,2018-06-01,5803,67001.26999999999
HARRISON,2018-07-01,4241,52182.83
HARRISON,2018-08-01,4180,51402.12
HARRISON,2018-09-01,3178,37970.139999999992
HARRISON,2018-10-01,3949,50493.760000000009
HARRISON,2018-11-01,5466,60860.939999999988
HARRISON,2018-12-01,5756,72705.169999999984
HARRISON,2019-01-01,3391,42882.36
HARRISON,2019-02-01,3710,43226.470000000008
HARRISON,2019-03-01,4393,52454.069999999978
HARRISON,2019-04-01,4422,54344.840000000004
HARRISON,2019-05-01,4047,47320.150000000009
HARRISON,2019-06-01,4017,45072.94999999999
HARRISON,2019-07-01,6024,68944.0
HARRISON,2019-08-01,4711,57853.48000000001
HARRISON,2019-09-01,3978,46361.86
HARRISON,2019-10-01,5135,60086.119999999995
HARRISON,2019-11-01,4648,54238.120000000017
HARRISON,2019-12-01,6205,77633.28
HARRISON,2020-01-01,3828,44612.81
HARRISON,2020-02-01,3607,41808.740000000005
HARRISON,2020-03-01,5410,67995.62999999999
HARRISON,2020-04-01,5948,70023.930000000008
HARRISON,2020-05-01,5620,71942.86
HARRISON,2020-06-01,7599,91572.790000000008
HARRISON,2020-07-01,4493,56410.62
HARRISON,2020-08-01,6173,74764.11
HARRISON,2020-09-01,6481,74185.449999999983
HARRISON,2020-10-01,4560,59257.720000000016
HARRISON,2020-11-01,6233,76878.239999999976
HARRISON,2020-12-01,6350,79827.29
HARRISON,2021-01-01,4611,57145.57
HARRISON,2021-02-01,4858,61700.840000000004
HARRISON,2021-03-01,6666,84771.459999999992
HARRISON,2021-04-01,5393,62543.52
HARRISON,2021-05-01,5725,70667.26
HARRISON,2021-06-01,6672,85083.85
HARRISON,2021-07-01,4453,53973.319999999985
HARRISON,2021-08-01,6122,74118.689999999988
HARRISON,2021-09-01,5149,67337.559999999969
HARRISON,2021-10-01,4066,53045.110000000015
HARRISON,2021-11-01,6056,84471.039999999979
HARRISON,2021-12-01,5876,80196.249999999985
HARRISON,2022-01-01,4569,61553.36
HARRISON,2022-02-01,4322,57438.30000000001
HARRISON,2022-03-01,4101,51165.1
HARRISON,2022-04-01,4778,65108.459999999992
HARRISON,2022-05-01,4370,61130.38
HARRISON,2022-06-01,6990,87603.699999999983
HARRISON,2022-07-01,3969,58591.55999999999
HARRISON,2022-08-01,6070,86505.06
HARRISON,2022-09-01,5026,72588.81
HARRISON,2022-10-01,4748,65609.420000000013
HARRISON,2022-11-01,6714,85555.359999999986
HENRY,2012-01-01,4702,54961.569999999992
HENRY,2012-02-01,6019,77241.409999999989
HENRY,2012-03-01,4886,60156.689999999988
HENRY,2012-04-01,5643,72734.520000000019
HENRY,2012-05-01,6157,78128.46
HENRY,2012-06-01,5345,67305.380000000019
HENRY,2012-07-01,5481,66080.449999999983
HENRY,2012-08-01,6628,83536.42
HENRY,2012-09-01,5146,65023.770000000011
HENRY,2012-10-01,9823,141875.90999999995
HENRY,2012-11-01,5694,71680.58
HENRY,2012-12-01,7580,112530.40000000002
HENRY,2013-01-01,6101,82777.150000000009
HENRY,2013-02-01,5550,70548.139999999985
HENRY,2013-03-01,5423,70526.49
HENRY,2013-04-01,5288,64443.740000000013
HENRY,2013-05-01,7271,98347.880000000019
HENRY,2013-06-01,7600,94017.209999999992
HENRY,2013-07-01,6351,82282.420000000013
HENRY,2013-08-01,6613,85741.390000000029
HENRY,2013-09-01,6558,88642.830000000016
HENRY,2013-10-01,8510,142477.96000000002
HENRY,2013-11-01,5246,66427.62
HENRY,2013-12-01,7613,110139.28
HENRY,2014-01-01,7345,94761.219999999987
HENRY,2014-02-01,5928,82445.980000000025
HENRY,2014-03-01,6171,80758.050000000017
HENRY,2014-04-01,6012,71778.66
HENRY,2014-05-01,5243,71220.790000000008
HENRY,2014-06-01,6488,84972.129999999961
HENRY,2014-07-01,4940,62795.16
HENRY,2014-08-01,7330,94997.340000000011
HENRY,2014-09-01,6091,81105.790000000008
HENRY,2014-10-01,7792,101546.61999999998
HENRY,2014-11-01,5656,73614.71
HENRY,2014-12-01,10831,153211.13999999998
HENRY,2015-01-01,5904,75947.79
HENRY,2015-02-01,6745,92630.26
HENRY,2015-03-01,6202,84274.360000000015
HENRY,2015-04-01,6433,84461.329999999987
HENRY,2015-05-01,5459,69549.239999999991
HENRY,2015-06-01,7830,108544.78000000003
HENRY,2015-07-01,6735,83417.65
HENRY,2015-08-01,8223,109020.20000000001
HENRY,2015-09-01,6027,81480.750000000015
HENRY,2015-10-01,6320,84229.34
HENRY,2015-11-01,7744,105592.41000000003
HENRY,2015-12-01,7628,104121.46999999997
HENRY,2016-01-01,5582,72327.11
HENRY,2016-02-01,8136,102782.39999999997
HENRY,2016-03-01,5543,72636.58
HENRY,2016-04-01,5298,69850.05
HENRY,2016-05-01,7784,102614.54999999999
HENRY,2016-06-01,7223,92402.880000000019
HENRY,2016-07-01,5982,77366.23
HENRY,2016-08-01,7949,119869.71
HENRY,2016-09-01,7501,97875.699999999983
HENRY,2016-10-01,8571,121841.49
HENRY,2016-11-01,7413,108024.86000000002
HENRY,2016-12-01,8483,113205.07999999999
HENRY,2017-01-01,6964,79595.07
HENRY,2017-02-01,7320,93975.159999999974
HENRY,2017-03-01,5958,68790.56
HENRY,2017-04-01,6344,74367.860000000015
HENRY,2017-05-01,7144,88170.64999999998
HENRY,2017-06-01,9260,107574.32000000002
HENRY,2017-07-01,7905,98298.799999999988
HENRY,2017-08-01,8627,106965.90999999993
HENRY,2017-09-01,6587,80057.329999999987
HENRY,2017-10-01,11419,156918.93999999994
HENRY,2017-11-01,7590,97577.750000000015
HENRY,2017-12-01,10044,147961.59000000003
HENRY,2018-01-01,7106,87103.69
HENRY,2018-02-01,5880,74566.060000000012
HENRY,2018-03-01,6472,80766.89
HENRY,2018-04-01,8497,104684.75
HENRY,2018-05-01,6962,88880.689999999973
HENRY,2018-06-01,8685,116174.71
HENRY,2018-07-01,7437,94324.64
HENRY,2018-08-01,9499,114519.87999999998
HENRY,2018-09-01,5360,69010.949999999968
HENRY,2018-10-01,12405,170419.46
HENRY,2018-11-01,8220,109523.94999999998
HENRY,2018-12-01,12243,170864.07999999996
HENRY,2019-01-01,6535,81796.439999999988
HENRY,2019-02-01,7572,91633.020000000019
HENRY,2019-03-01,7675,96135.33
HENRY,2019-04-01,10469,130681.54999999997
HENRY,2019-05-01,12868,172320.29
HENRY,2019-06-01,7917,90277.619999999966
HENRY,2019-07-01,9968,116330.14999999998
HENRY,2019-08-01,9763,113231.77000000003
HENRY,2019-09-01,8523,102763.63999999998
HENRY,2019-10-01,9748,121180.69999999998
HENRY,2019-11-01,12327,145978.35999999996
HENRY,2019-12-01,10649,149252.93000000005
HENRY,2020-01-01,8964,100382.57999999996
HENRY,2020-02-01,8689,98883.400000000023
HENRY,2020-03-01,9640,113097.88
HENRY,2020-04-01,11093,149161.49
HENRY,2020-05-01,11535,144225.21
HENRY,2020-06-01,9710,122201.94999999995
HENRY,2020-07-01,10566,136212.62999999998
HENRY,2020-08-01,10541,136643.13
HENRY,2020-09-01,7870,101221.13000000002
HENRY,2020-10-01,12970,168755.43000000002
HENRY,2020-11-01,11010,148265.94000000003
HENRY,2020-12-01,13683,179532.53999999998
HENRY,2021-01-01,7246,91706.249999999956
HENRY,2021-02-01,8536,114445.32
HENRY,2021-03-01,12808,165885.54
HENRY,2021-04-01,9202,114705.08
HENRY,2021-05-01,11462,155507.01
HENRY,2021-06-01,9343,120283.49999999999
HENRY,2021-07-01,9101,124068.54000000002
HENRY,2021-08-01,9584,119194.07999999999
HENRY,2021-09-01,12909,177151.64
HENRY,2021-10-01,11303,153118.35
HENRY,2021-11-01,9330,125522.84
HENRY,2021-12-01,12888,179917.55
HENRY,2022-01-01,8760,114216.55000000002
HENRY,2022-02-01,8963,116233.70000000003
HENRY,2022-03-01,9483,116768.06000000003
HENRY,2022-04-01,8299,116223.13000000003
HENRY,2022-05-01,10589,133508.38
HENRY,2022-06-01,12314,156145.62999999998
HENRY,2022-07-01,9299,121380.99999999994
HENRY,2022-08-01,12983,162821.71
HENRY,2022-09-01,10426,145152.23999999996
HENRY,2022-10-01,11249,136399.66
HENRY,2022-11-01,13245,179360.39999999997
HOWARD,2012-01-01,2842,36040.140000000007
HOWARD,2012-02-01,4948,73495.809999999969
HOWARD,2012-03-01,3115,41827.57
HOWARD,2012-04-01,4201,57577.530000000006
HOWARD,2012-05-01,3830,51675.959999999985
HOWARD,2012-06-01,4181,57834.42
HOWARD,2012-07-01,6074,87822.93
HOWARD,2012-08-01,4203,57640.060000000019
HOWARD,2012-09-01,3273,51167.41
HOWARD,2012-10-01,6439,99878.09
HOWARD,2012-11-01,3749,51090.390000000014
HOWARD,2012-12-01,5744,77904.919999999984
HOWARD,2013-01-01,3518,45944.219999999994
HOWARD,2013-02-01,3711,53204.220000000023
HOWARD,2013-03-01,3694,53870.44000000001
HOWARD,2013-04-01,5000,69741.389999999985
HOWARD,2013-05-01,3921,51785.430000000008
HOWARD,2013-06-01,3688,54235.739999999991
HOWARD,2013-07-01,5377,73967.200000000012
HOWARD,2013-08-01,4098,54054.280000000013
HOWARD,2013-09-01,3819,53293.409999999996
HOWARD,2013-10-01,5958,87083.059999999983
HOWARD,2013-11-01,3899,53035.27
HOWARD,2013-12-01,5945,86328.829999999987
HOWARD,2014-01-01,3783,54566.159999999996
HOWARD,2014-02-01,5029,78105.430000000008
HOWARD,2014-03-01,3157,42023.690000000017
HOWARD,2014-04-01,4059,56397.819999999985
HOWARD,2014-05-01,3334,48663.790000000023
HOWARD,2014-06-01,5754,85110.880000000019
HOWARD,2014-07-01,4724,65728.56
HOWARD,2014-08-01,4095,59683.72
HOWARD,2014-09-01,4410,63265.44
HOWARD,2014-10-01,5013,79095.62000000001
HOWARD,2014-11-01,3431,51514.900000000023
HOWARD,2014-12-01,7153,106900.09000000001
HOWARD,2015-01-01,3080,39688.79
HOWARD,2015-02-01,4784,67793.250000000015
HOWARD,2015-03-01,4052,60890.419999999991
HOWARD,2015-04-01,2935,46406.830000000009
HOWARD,2015-05-01,4070,60198.490000000005
HOWARD,2015-06-01,4975,67927.330000000016
HOWARD,2015-07-01,4677,68040.329999999987
HOWARD,2015-08-01,3795,53510.620000000017
HOWARD,2015-09-01,5444,81967.18
HOWARD,2015-10-01,3635,54791.71
HOWARD,2015-11-01,2384,33455.439999999995
HOWARD,2015-12-01,5261,75849.639999999985
HOWARD,2016-01-01,2765,38404.59
HOWARD,2016-02-01,2612,39889.5
HOWARD,2016-03-01,1463,21122.799999999996
HOWARD,2016-04-01,1366,21544.149999999994
HOWARD,2016-05-01,1532,20883.24
HOWARD,2016-06-01,1534,22021.76
HOWARD,2016-07-01,1702,29293.709999999992
HOWARD,2016-08-01,1631,27508.32
HOWARD,2016-09-01,3350,50399.779999999992
HOWARD,2016-10-01,4291,59137.49000000002
HOWARD,2016-11-01,3828,54156.43
HOWARD,2016-12-01,5042,76936.82
HOWARD,2017-01-01,3425,49561.43
HOWARD,2017-02-01,3779,56958.12999999999
HOWARD,2017-03-01,2796,44019.830000000009
HOWARD,2017-04-01,3133,45894.799999999996
HOWARD,2017-05-01,4468,62838.819999999985
